Time	Sum	Command
382668	382668	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
981	347455	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
346474	346474	----> command git symbolic-ref HEAD 2> /dev/null
28	129	---> if [ $status -gt 0 ]...
101	101	----> [ $status -gt 0 ]
145312	145312	---> set branch_symbol \uE0A0
941	153365	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
152424	152424	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
129	129	---> set -l BG PROMPT
1291	448055	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
446764	446764	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
200	1271927	---> if [ "$dirty" = "" ]...
142	142	----> [ "$dirty" = "" ]
80	80	----> set BG yellow
79	79	----> set dirty ''
71	71	----> set -l empty 0
355109	355109	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
104	104	----> set -l target
132	377012	----> if [ $empty = 1 ]...
92	92	-----> [ $empty = 1 ]
87	87	-----> set target 'HEAD'
104	104	-----> set -l unstaged 0
375838	375838	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
282	282	-----> or set unstaged 1
77	477	-----> if [ $unstaged = 1 ]...
215	215	------> [ $unstaged = 1 ]
185	185	------> set dirty $dirty'●'
173	173	----> set -l staged 0
386587	386587	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
30	137	----> if [ $staged = 1 ]...
107	107	-----> [ $staged = 1 ]
41	152233	----> if [ "$dirty" = "" ]...
94	94	-----> [ "$dirty" = "" ]
152098	152098	-----> set PROMPT "$branch $dirty"
664	2279	---> prompt_segment $BG black $PROMPT
102	102	----> set -l bg
72	72	----> set -l fg
33	226	----> if [ -n "$argv[1]" ]...
99	99	-----> [ -n "$argv[1]" ]
94	94	-----> set bg $argv[1]
32	207	----> if [ -n "$argv[2]" ]...
85	85	-----> [ -n "$argv[2]" ]
90	90	-----> set fg $argv[2]
77	704	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
149	149	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	-----> set_color -b $bg
89	89	-----> set_color $current_bg
130	130	-----> echo -n "$segment_separator "
84	84	-----> set_color -b $bg
80	80	-----> set_color $fg
93	93	----> set current_bg $argv[1]
32	211	----> if [ -n "$argv[3]" ]...
85	85	-----> [ -n "$argv[3]" ]
94	94	-----> echo -n -s $argv[3] " "
177	61466	-> __exists svn
61289	61289	--> command -v "$name" ^/dev/null >&2
336	266989	-> and prompt_svn
91	91	--> set -l ref
61	266562	--> if command svn ls . >/dev/null 2>&1...
266501	266501	---> command svn ls . >/dev/null 2>&1
470	1458	-> prompt_finish
89	727	--> if [ -n $current_bg ]...
161	161	---> [ -n $current_bg ]
149	149	---> set_color -b normal
186	186	---> set_color $current_bg
142	142	---> echo -n "$segment_separator "
119	119	--> set_color normal
142	142	--> set -g current_bg NONE
171	171	> echo $_ " "
259	299745	> __fish_pwd
299486	299486	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
161	293	> __fish_disable_bracketed_paste ''
132	132	-> printf "\e[?2004l"
197	197	> echo $_ " "
203	157484	> __fish_pwd
157281	157281	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
87	165	> __fish_enable_bracketed_paste
78	78	-> printf "\e[?2004h"
321	148850	> fish_mode_prompt
44	148529	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
146385	146385	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
57	2100	--> switch $fish_bind_mode...
632	2043	---> prompt_segment green black "I"
90	90	----> set -l bg
71	71	----> set -l fg
36	221	----> if [ -n "$argv[1]" ]...
94	94	-----> [ -n "$argv[1]" ]
91	91	-----> set bg $argv[1]
31	205	----> if [ -n "$argv[2]" ]...
86	86	-----> [ -n "$argv[2]" ]
88	88	-----> set fg $argv[2]
56	521	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
150	150	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	-----> set_color -b $bg
130	130	-----> set_color $fg
90	90	-----> echo -n " "
97	97	----> set current_bg $argv[1]
34	206	----> if [ -n "$argv[3]" ]...
85	85	-----> [ -n "$argv[3]" ]
87	87	-----> echo -n -s $argv[3] " "
391	5743048	> fish_prompt
106	106	-> set -g RETVAL $status
366	456779	-> prompt_status
31	2214	--> if [ $RETVAL -ne 0 ]...
90	90	---> [ $RETVAL -ne 0 ]
605	2093	---> prompt_segment black red "✘"
76	76	----> set -l bg
67	67	----> set -l fg
34	210	----> if [ -n "$argv[1]" ]...
88	88	-----> [ -n "$argv[1]" ]
88	88	-----> set bg $argv[1]
36	208	----> if [ -n "$argv[2]" ]...
84	84	-----> [ -n "$argv[2]" ]
88	88	-----> set fg $argv[2]
71	630	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
148	148	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
87	87	-----> set_color -b $bg
84	84	-----> set_color $current_bg
81	81	-----> echo -n "$segment_separator "
80	80	-----> set_color -b $bg
79	79	-----> set_color $fg
92	92	----> set current_bg $argv[1]
33	205	----> if [ -n "$argv[3]" ]...
83	83	-----> [ -n "$argv[3]" ]
89	89	-----> echo -n -s $argv[3] " "
677	96505	--> set -l uid (id -u $USER)
95828	95828	---> id -u $USER
27	126	--> if [ $uid -eq 0 ]...
99	99	---> [ $uid -eq 0 ]
33	357568	--> if [ (jobs -l | wc -l) -gt 0 ]...
862	357535	---> [ (jobs -l | wc -l) -gt 0 ]
356673	356673	----> jobs -l | wc -l
249	144223	-> prompt_virtual_env
56	143974	--> if test "$VIRTUAL_ENV"...
143918	143918	---> test "$VIRTUAL_ENV"
481	1404	-> prompt_user
94	94	--> set -l BG 444444
73	73	--> set -l FG BCBCBC
36	756	--> if [ "$theme_display_user" = "yes" ]...
100	100	---> [ "$theme_display_user" = "yes" ]
232	530	---> get_hostname
88	88	----> set -g HOSTNAME_PROMPT ""
23	210	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
187	187	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
22	90	---> if [ $HOSTNAME_PROMPT ]...
68	68	----> [ $HOSTNAME_PROMPT ]
121	6059	-> prompt_dir
1512	5938	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
520	2475	---> prompt_pwd
100	100	----> set -l options 'h/help'
120	120	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
22	87	----> if set -q _flag_help...
65	65	-----> set -q _flag_help
59	59	----> set -q fish_prompt_pwd_dir_length
75	75	----> or set -l fish_prompt_pwd_dir_length 1
336	336	----> set realhome ~
720	887	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
167	167	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
41	291	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
105	105	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
145	145	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
235	235	---> set -l bg
76	76	---> set -l fg
36	306	---> if [ -n "$argv[1]" ]...
120	120	----> [ -n "$argv[1]" ]
150	150	----> set bg $argv[1]
32	220	---> if [ -n "$argv[2]" ]...
96	96	----> [ -n "$argv[2]" ]
92	92	----> set fg $argv[2]
75	773	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
150	150	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
101	101	----> set_color -b $bg
145	145	----> set_color $current_bg
105	105	----> echo -n "$segment_separator "
97	97	----> set_color -b $bg
100	100	----> set_color $fg
105	105	---> set current_bg $argv[1]
35	236	---> if [ -n "$argv[3]" ]...
99	99	----> [ -n "$argv[3]" ]
102	102	----> echo -n -s $argv[3] " "
267	48072	-> __exists hg
47805	47805	--> command -v "$name" ^/dev/null >&2
723	1909580	-> and prompt_hg
157	157	--> set -l branch
126	126	--> set -l state
84	1908574	--> if command hg id >/dev/null 2>&1...
1908490	1908490	---> command hg id >/dev/null 2>&1
204	58935	-> __exists git
58731	58731	--> command -v "$name" ^/dev/null >&2
1447	2798769	-> and prompt_git
244	244	--> set -l ref
139	2797078	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
356156	356156	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
807	384237	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
383430	383430	----> command git symbolic-ref HEAD 2> /dev/null
26	128	---> if [ $status -gt 0 ]...
102	102	----> [ $status -gt 0 ]
150254	150254	---> set branch_symbol \uE0A0
801	152644	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
151843	151843	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
112	112	---> set -l BG PROMPT
1401	454431	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
453030	453030	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
259	1296737	---> if [ "$dirty" = "" ]...
184	184	----> [ "$dirty" = "" ]
121	121	----> set BG yellow
117	117	----> set dirty ''
125	125	----> set -l empty 0
385039	385039	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
154	154	----> set -l target
111	361729	----> if [ $empty = 1 ]...
144	144	-----> [ $empty = 1 ]
144	144	-----> set target 'HEAD'
119	119	-----> set -l unstaged 0
360800	360800	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
116	116	-----> or set unstaged 1
47	295	-----> if [ $unstaged = 1 ]...
97	97	------> [ $unstaged = 1 ]
151	151	------> set dirty $dirty'●'
108	108	----> set -l staged 0
393485	393485	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
29	158	----> if [ $staged = 1 ]...
129	129	-----> [ $staged = 1 ]
46	155258	----> if [ "$dirty" = "" ]...
172	172	-----> [ "$dirty" = "" ]
155040	155040	-----> set PROMPT "$branch $dirty"
679	2240	---> prompt_segment $BG black $PROMPT
96	96	----> set -l bg
72	72	----> set -l fg
35	229	----> if [ -n "$argv[1]" ]...
100	100	-----> [ -n "$argv[1]" ]
94	94	-----> set bg $argv[1]
33	207	----> if [ -n "$argv[2]" ]...
86	86	-----> [ -n "$argv[2]" ]
88	88	-----> set fg $argv[2]
71	656	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
151	151	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
97	97	-----> set_color -b $bg
91	91	-----> set_color $current_bg
84	84	-----> echo -n "$segment_separator "
81	81	-----> set_color -b $bg
81	81	-----> set_color $fg
92	92	----> set current_bg $argv[1]
33	209	----> if [ -n "$argv[3]" ]...
84	84	-----> [ -n "$argv[3]" ]
92	92	-----> echo -n -s $argv[3] " "
215	60224	-> __exists svn
60009	60009	--> command -v "$name" ^/dev/null >&2
417	257599	-> and prompt_svn
112	112	--> set -l ref
48	257070	--> if command svn ls . >/dev/null 2>&1...
257022	257022	---> command svn ls . >/dev/null 2>&1
277	907	-> prompt_finish
53	436	--> if [ -n $current_bg ]...
111	111	---> [ -n $current_bg ]
94	94	---> set_color -b normal
90	90	---> set_color $current_bg
88	88	---> echo -n "$segment_separator "
113	113	--> set_color normal
81	81	--> set -g current_bg NONE
148	148	> echo $_ " "
238	305978	> __fish_pwd
305740	305740	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
4817	14853	> up-or-search
6323	6390	-> source /usr/share/fish/functions/up-or-search.fish
67	67	--> function up-or-search -d "Depending on cursor position and current mode, either search backward or move up one line"...
32	2708	-> if commandline --search-mode...
2676	2676	--> commandline --search-mode
25	59	-> if commandline --paging-mode...
34	34	--> commandline --paging-mode
694	788	-> set lineno (commandline -L)
94	94	--> commandline -L
47	91	-> switch $lineno...
44	44	--> commandline -f history-search-backward
119	2361	> __fish_disable_bracketed_paste 'apt-cyg update git'
2242	2242	-> printf "\e[?2004l"
2970	2970	> echo $_ " "
3135	204215	> __fish_pwd
201080	201080	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
13299422	13299422	> apt-cyg update git
123	217	> __fish_enable_bracketed_paste
94	94	-> printf "\e[?2004h"
350	176924	> fish_mode_prompt
44	176574	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
166404	166404	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
56	10126	--> switch $fish_bind_mode...
642	10070	---> prompt_segment green black "I"
2657	2657	----> set -l bg
77	77	----> set -l fg
58	3475	----> if [ -n "$argv[1]" ]...
3261	3261	-----> [ -n "$argv[1]" ]
156	156	-----> set bg $argv[1]
39	258	----> if [ -n "$argv[2]" ]...
111	111	-----> [ -n "$argv[2]" ]
108	108	-----> set fg $argv[2]
61	2643	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
187	187	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2228	2228	-----> set_color -b $bg
93	93	-----> set_color $fg
74	74	-----> echo -n " "
101	101	----> set current_bg $argv[1]
36	217	----> if [ -n "$argv[3]" ]...
88	88	-----> [ -n "$argv[3]" ]
93	93	-----> echo -n -s $argv[3] " "
428	5558720	> fish_prompt
115	115	-> set -g RETVAL $status
408	416066	-> prompt_status
22	112	--> if [ $RETVAL -ne 0 ]...
90	90	---> [ $RETVAL -ne 0 ]
733	95916	--> set -l uid (id -u $USER)
95183	95183	---> id -u $USER
33	161	--> if [ $uid -eq 0 ]...
128	128	---> [ $uid -eq 0 ]
34	319469	--> if [ (jobs -l | wc -l) -gt 0 ]...
1079	319435	---> [ (jobs -l | wc -l) -gt 0 ]
318356	318356	----> jobs -l | wc -l
316	167734	-> prompt_virtual_env
40	167418	--> if test "$VIRTUAL_ENV"...
167378	167378	---> test "$VIRTUAL_ENV"
654	1844	-> prompt_user
114	114	--> set -l BG 444444
92	92	--> set -l FG BCBCBC
49	984	--> if [ "$theme_display_user" = "yes" ]...
127	127	---> [ "$theme_display_user" = "yes" ]
305	690	---> get_hostname
108	108	----> set -g HOSTNAME_PROMPT ""
32	277	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
245	245	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
33	118	---> if [ $HOSTNAME_PROMPT ]...
85	85	----> [ $HOSTNAME_PROMPT ]
125	13668	-> prompt_dir
1211	13543	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
2556	10800	---> prompt_pwd
111	111	----> set -l options 'h/help'
2213	2213	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
38	165	----> if set -q _flag_help...
127	127	-----> set -q _flag_help
111	111	----> set -q fish_prompt_pwd_dir_length
226	226	----> or set -l fish_prompt_pwd_dir_length 1
710	710	----> set realhome ~
924	4418	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
3494	3494	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
37	290	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
95	95	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
158	158	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
84	84	---> set -l bg
69	69	---> set -l fg
33	215	---> if [ -n "$argv[1]" ]...
92	92	----> [ -n "$argv[1]" ]
90	90	----> set bg $argv[1]
30	204	---> if [ -n "$argv[2]" ]...
85	85	----> [ -n "$argv[2]" ]
89	89	----> set fg $argv[2]
71	666	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
156	156	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	----> set_color -b $bg
90	90	----> set_color $current_bg
84	84	----> echo -n "$segment_separator "
83	83	----> set_color -b $bg
86	86	----> set_color $fg
91	91	---> set current_bg $argv[1]
31	203	---> if [ -n "$argv[3]" ]...
83	83	----> [ -n "$argv[3]" ]
89	89	----> echo -n -s $argv[3] " "
201	60291	-> __exists hg
60090	60090	--> command -v "$name" ^/dev/null >&2
802	1777848	-> and prompt_hg
170	170	--> set -l branch
125	125	--> set -l state
69	1776751	--> if command hg id >/dev/null 2>&1...
1776682	1776682	---> command hg id >/dev/null 2>&1
296	52173	-> __exists git
51877	51877	--> command -v "$name" ^/dev/null >&2
1099	2716178	-> and prompt_git
98	98	--> set -l ref
150	2714981	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
326385	326385	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
1209	330349	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
329140	329140	----> command git symbolic-ref HEAD 2> /dev/null
40	226	---> if [ $status -gt 0 ]...
186	186	----> [ $status -gt 0 ]
145295	145295	---> set branch_symbol \uE0A0
1003	172906	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
171903	171903	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
138	138	---> set -l BG PROMPT
1956	436807	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
434851	434851	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
221	1300482	---> if [ "$dirty" = "" ]...
192	192	----> [ "$dirty" = "" ]
116	116	----> set BG yellow
125	125	----> set dirty ''
110	110	----> set -l empty 0
365515	365515	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
106	106	----> set -l target
97	387311	----> if [ $empty = 1 ]...
94	94	-----> [ $empty = 1 ]
89	89	-----> set target 'HEAD'
74	74	-----> set -l unstaged 0
386518	386518	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
114	114	-----> or set unstaged 1
46	325	-----> if [ $unstaged = 1 ]...
94	94	------> [ $unstaged = 1 ]
185	185	------> set dirty $dirty'●'
135	135	----> set -l staged 0
368466	368466	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
39	180	----> if [ $staged = 1 ]...
141	141	-----> [ $staged = 1 ]
47	178005	----> if [ "$dirty" = "" ]...
145	145	-----> [ "$dirty" = "" ]
177813	177813	-----> set PROMPT "$branch $dirty"
668	2243	---> prompt_segment $BG black $PROMPT
100	100	----> set -l bg
72	72	----> set -l fg
34	224	----> if [ -n "$argv[1]" ]...
97	97	-----> [ -n "$argv[1]" ]
93	93	-----> set bg $argv[1]
32	207	----> if [ -n "$argv[2]" ]...
86	86	-----> [ -n "$argv[2]" ]
89	89	-----> set fg $argv[2]
75	668	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
148	148	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	-----> set_color -b $bg
90	90	-----> set_color $current_bg
92	92	-----> echo -n "$segment_separator "
86	86	-----> set_color -b $bg
82	82	-----> set_color $fg
94	94	----> set current_bg $argv[1]
32	210	----> if [ -n "$argv[3]" ]...
84	84	-----> [ -n "$argv[3]" ]
94	94	-----> echo -n -s $argv[3] " "
205	66542	-> __exists svn
66337	66337	--> command -v "$name" ^/dev/null >&2
439	284654	-> and prompt_svn
130	130	--> set -l ref
60	284085	--> if command svn ls . >/dev/null 2>&1...
284025	284025	---> command svn ls . >/dev/null 2>&1
387	1179	-> prompt_finish
72	581	--> if [ -n $current_bg ]...
136	136	---> [ -n $current_bg ]
125	125	---> set_color -b normal
